ticker,Date,open,adjusted_close,open_next,change_%_ticker,Open,Adj Close,Open_next,change_%_index,normalize_change,rolling_3,rolling_+5-5,his_1,his_2,his_3,his_4
MMM,2019-11-29,170.43,169.77,170.16,0.22972256582434256,3147.179932,3140.97998,3143.850098,0.09137651364463074,0.1383460521797118,0.1383460521797118,0.1128520391539312,0.19693422618404205,0.945290520862323,0.836040956288277,1.1589721940109334
MMM,2019-11-27,170.0,170.61,170.43,-0.10550378055214044,3145.48999,3153.6298829999996,3147.179932,-0.20452466647303144,0.099020885920891,0.1186834690503014,0.09162976883856383,0.25168111001793153,1.0144781457094438,0.9258278443514797,1.1255787053827233
MMM,2019-11-26,169.8,169.23,170.0,0.4550020681912252,3134.850098,3140.52002,3145.48999,0.15825309083685138,0.2967489773543738,0.1780386384849922,0.10661356196630642,0.32613042364755757,1.039347620545574,1.016882048898068,1.1076410954472997
MMM,2019-11-25,168.47,170.24,169.8,-0.25845864661654,3117.439941,3133.639893,3134.850098,0.038619785339829404,-0.2970784319563694,0.03289714377296513,0.12758770120500748,0.3773748324666346,1.0225679542819566,0.9784539626423662,1.0855668663376585
MMM,2019-11-22,165.5,167.6,168.47,0.5190930787589526,3111.409912,3110.290039,3117.439941,0.22987894731190087,0.28921413144705177,0.09629489228168538,0.19693422618404205,0.4351735445655983,0.9916644405194726,0.91398873659792,1.0820010433760057
MMM,2019-11-21,166.88,165.14,165.5,0.2179968511566027,3108.48999,3103.540039,3111.409912,0.2535772988621043,-0.03558044770550159,-0.014481582738273083,0.25168111001793153,0.5077695891938419,0.9845264982327635,0.8409763142046867,1.0758354264890446
MMM,2019-11-20,169.79,166.3197,166.88,0.3368813195309899,3114.659912,3108.459961,3108.48999,0.0009660410742544283,0.33591527845673547,0.1965163207327619,0.32613042364755757,0.582837419506035,0.8904983285740986,0.7946185436958577,1.074741639633024
MMM,2019-11-19,171.72,169.2046,169.79,0.3459716816209446,3127.449951,3120.179932,3114.659912,-0.1769135152555661,0.5228851968765107,0.2744066758759149,0.3773748324666346,0.6804937847655765,0.8072672777560082,0.7961612914667074,1.0659939741755458
MMM,2019-11-18,170.79,169.0658,171.72,1.5699212969151672,3117.909912,3122.030029,3127.449951,0.1736024941994574,1.3963188027157099,0.7517064260163187,0.4351735445655983,0.776896389726366,0.7119008930828283,0.8179230238477379,1.0764874388599417
MMM,2019-11-15,171.66,170.3942,170.79,0.23228490171612642,3107.919922,3120.459961,3117.909912,-0.08172029226046347,0.3140051939765899,0.7444030645229368,0.5077695891938419,0.8569647996928413,0.7422168851092034,0.8519925217579074,1.1305409679927354
MMM,2019-11-14,169.98,169.4524,171.66,1.302784734828179,3090.75,3096.6298829999996,3107.919922,0.36459116609256187,0.9381935687356171,0.8828391884759722,0.582837419506035,0.8830843075503196,0.7418572069459695,0.8478487722841008,1.220442272201596
MMM,2019-11-13,170.11,169.0757,169.98,0.5348491829399363,3084.179932,3094.040039,3090.75,-0.10633472607107328,0.6411839090110096,0.6311275572410722,0.6804937847655765,0.9047459610251692,0.7433341783156242,0.823016623570498,1.3361863940948249
MMM,2019-11-12,170.36,169.3632,170.11,0.4409458489211396,3089.280029,3091.840088,3084.179932,-0.24775395175612056,0.6886998006772601,0.756025759474629,0.776896389726366,0.945290520862323,0.7484083696538654,0.8047016563737781,1.439665347742363
MMM,2019-11-11,172.5,168.6395,170.36,1.0202236130918412,3080.330078,3087.01001,3089.280029,0.0735345526139077,0.9466890604779334,0.7588575900554012,0.8569647996928413,1.0144781457094438,0.7605194829697592,0.7802762600864912,1.5223068025364275
MMM,2019-11-08,174.58,171.6532,172.5,0.4933202526955523,3081.25,3093.080078,3080.330078,-0.41221047236010167,0.9055307250556539,0.8469731954036158,0.8830843075503196,1.039347620545574,0.7741217428813055,0.7868327932645229,1.5609759457603125
MMM,2019-11-07,175.73,173.0114,174.58,0.9066454580449632,3087.02002,3085.179932,3081.25,-0.12738096599287774,1.034026424037841,0.9620820698571428,0.9047459610251692,1.0225679542819566,0.7551776988207476,0.797616310649577,1.59836018020867
MMM,2019-11-06,174.91,172.4959,175.73,1.8748851421975732,3075.100098,3076.780029,3087.02002,0.3328151802690968,1.5420699619284763,1.160542370340657,0.945290520862323,0.9916644405194726,0.836040956288277,0.8214904312316916,1.654528796013437
MMM,2019-11-05,175.0,173.7549,174.91,0.664787007445548,3080.800049,3074.6201170000004,3075.100098,0.015611066789865074,0.6491759406556828,1.075090775540667,1.0144781457094438,0.9845264982327635,0.9258278443514797,0.7910504082996865,1.7294363475624739
MMM,2019-11-04,171.62,173.3881,175.0,0.9296485744984756,3078.959961,3078.27002,3080.800049,0.08218996330932701,0.8474586111891486,1.0129015045911025,1.039347620545574,0.8904983285740986,1.016882048898068,0.75690058223827,1.7934261761019428
MMM,2019-11-01,166.94,168.6197,171.62,1.7793294615042075,3050.719971,3066.909912,3078.959961,0.3929052155347413,1.3864242459694662,0.9610195992714324,1.0225679542819566,0.8072672777560082,0.9784539626423662,0.7095310788125684,1.8084531873749223
MMM,2019-10-31,168.51,163.5637,166.94,2.0642110688373925,3046.899902,3037.560059,3050.719971,0.43323956545348025,1.6309715033839123,1.288284786847509,0.9916644405194726,0.7119008930828283,0.91398873659792,0.7246718418374651,1.7941788900384956
MMM,2019-10-30,168.23,166.9145,168.51,0.9558786085091392,3039.73999,3046.77002,3046.899902,0.00426294072567314,0.9516156677834661,1.3230038057122815,0.9845264982327635,0.7422168851092034,0.8409763142046867,0.759318742501495,1.7351813205438522
MMM,2019-10-29,168.03,167.3507,168.23,0.5254235566388433,3035.389893,3036.889893,3039.73999,0.09384920429843208,0.43157435234041125,1.0047205078359298,0.8904983285740986,0.7418572069459695,0.7946185436958577,0.8200242720925168,1.8407198421400868
MMM,2019-10-28,166.48,167.5986,168.03,0.2574007181444215,3032.1201170000004,3039.419922,3035.389893,-0.13259204398937322,0.38999276213379475,0.591060927419224,0.8072672777560082,0.7433341783156242,0.7961612914667074,0.8849370677524044,1.956392697219591
MMM,2019-10-25,162.51,164.6542,166.48,1.1088693759405996,3003.320068,3022.550049,3032.1201170000004,0.3166223170784772,0.7922470588621224,0.537938057778776,0.7119008930828283,0.7484083696538654,0.8179230238477379,0.9287465872406504,2.140013031053301
MMM,2019-10-24,165.16,160.4905,162.51,1.258329932301285,3014.780029,3010.290039,3003.320068,-0.2315381876729516,1.4898681199742367,0.8907026469900511,0.7422168851092034,0.7605194829697592,0.8519925217579074,0.9839561779948826,2.168625273319634
